epoch,acc,loss,val_acc,val_loss
0,0.63643676,1.6338369853535386,0.31435078,5.067862221172878
1,0.7731751,1.0042263303343832,0.50911164,2.4643702932766507
2,0.80032176,0.8972150421995957,0.6548975,1.6477864299501692
3,0.8272672,0.799141835799621,0.6526196,1.6292079772268022
4,0.8379248,0.7726609796890904,0.73690206,1.2629096933773585
5,0.8461693,0.7283932068638943,0.72323465,1.13212331703731
6,0.85803336,0.703181146113129,0.78246015,1.1914449376719338
7,0.8546149,0.7057230489584322,0.8166287,0.8221885774816785
8,0.8624573,0.6772641283320441,0.59681094,2.071454610143389
9,0.87231046,0.6514275967655301,0.761959,1.1666436408247267
10,0.8809572,0.6153808181107991,0.8359909,0.7113620000226157
11,0.87854415,0.6198975717832019,0.80979496,0.9853636026382446
12,0.8775387,0.6335655860011065,0.8063781,0.9974947231156486
13,0.8881963,0.5860569145438322,0.832574,0.8190371521881649
14,0.8974462,0.5527573719653666,0.80865604,0.9508243330887386
15,0.90086466,0.5303879726611462,0.881549,0.563898720911571
16,0.89684296,0.5436612189643081,0.7881549,0.9115356121744428
17,0.8930223,0.5215094627783664,0.7528474,1.0241039906229292
18,0.90669614,0.49727139129212944,0.881549,0.587180820958955
19,0.90991354,0.4847447016206565,0.85307515,0.6738159677812031
20,0.90830487,0.4919300269797705,0.8667426,0.5895810169833047
21,0.9091092,0.4851633149110981,0.904328,0.5204539469310215
22,0.91413635,0.45857411228673167,0.7722096,1.0803584030696325
23,0.9155439,0.4564829518946992,0.8633257,0.6194043329783848
24,0.9229841,0.42626059538350125,0.74943054,1.2898993492126465
25,0.91835916,0.43786131599144557,0.86788154,0.6168780433280128
26,0.9306254,0.39559046400041614,0.90091115,0.5198870769568852
27,0.9278102,0.40884462783400405,0.78018224,1.3360201035227095
28,0.9205711,0.42694274476181926,0.65831435,1.530616887978145
29,0.92037,0.41183251105346314,0.7995444,0.8303312957286835
30,0.92640257,0.3910111126563162,0.88724375,0.5178279876708984
31,0.92720693,0.38783734913397766,0.9123007,0.4461753751550402
32,0.9266037,0.37442136562352396,0.8633257,0.6382381809609277
33,0.93122864,0.3752941850107631,0.89863324,0.49886160450322287
34,0.93243515,0.37667424338290134,0.7574032,1.3809126232351576
35,0.9332395,0.37282971713879975,0.78246015,1.1262094463620866
36,0.93223405,0.3668039399638349,0.87243736,0.5499664800507682
37,0.9330384,0.35378902268414525,0.87471527,0.5943236883197512
38,0.93846774,0.334462174929629,0.79384965,1.1985287070274353
39,0.93826663,0.32154526867282573,0.88952166,0.5297435394355229
40,0.93826663,0.34410189919468864,0.7255125,1.246995061635971
41,0.9408808,0.33403748927067495,0.8052392,0.8876655612673078
42,0.9372612,0.3260535168595029,0.8735763,0.5494648729051862
43,0.9442992,0.3122058493491032,0.87129843,0.5936926773616246
44,0.94349486,0.3050733311253488,0.82232344,0.8066593280860356
45,0.9442992,0.30323756539963054,0.8792711,0.5362506125654493
46,0.9412829,0.30617501160735555,0.83712983,0.827601969242096
47,0.93545145,0.33117632034221406,0.8496583,0.8984247467347554
48,0.93525034,0.34100177900282497,0.9145786,0.3801707327365875
49,0.94530463,0.30925477750220337,0.88610476,0.642331844994
50,0.9563644,0.27825564941289843,0.8792711,0.6790986316544669
51,0.9511361,0.29019291334269204,0.88610476,0.5434955337217876
52,0.9587774,0.25430895032452167,0.80979496,1.1864212602376938
53,0.93545145,0.33271413263051103,0.72209567,3.5981880767004832
54,0.94269055,0.31134957737925545,0.8359909,0.8039775554622922
55,0.9513372,0.28118124801389127,0.8507973,0.7549893643174853
56,0.9499296,0.2700720060861688,0.89635533,0.5193307974508831
57,0.94751656,0.2930845600329437,0.8940774,0.5075743262256894
58,0.94349486,0.29738889341260405,0.7904328,1.0813566786902291
59,0.94550574,0.3000147110819457,0.9066059,0.42599254846572876
60,0.953147,0.2768340126480012,0.84054667,0.7296717720372337
61,0.95576113,0.2591507240497632,0.87129843,0.6196945054190499
62,0.9523426,0.26133941546331196,0.8769932,0.5053301666464124
63,0.9553589,0.2559739661281458,0.8473804,0.8325346537998745
64,0.95053285,0.26428891801987525,0.88952166,0.5802924122129168
65,0.9589785,0.2450400705599291,0.9123007,0.43466212706906454
66,0.9559622,0.24205224336140502,0.82574034,0.9264644544039454
67,0.9575709,0.24232784101787094,0.8826879,0.5330189892223903
68,0.9489242,0.2704153130729506,0.86788154,0.6068052977323533
