epoch,acc,loss,val_acc,val_loss
0,0.2732757,2.9289976552820964,0.42824602,1.6624561292784554
1,0.44319326,1.4636675734263944,0.56605923,1.2130960055759974
2,0.5775186,1.141262130863873,0.6526196,0.9894369500023978
3,0.6408607,0.9928113076136957,0.64350796,0.9738542224679675
4,0.6702192,0.9132406544258674,0.7164009,0.7951767104012626
5,0.7110396,0.8516321264712259,0.5876993,1.279314364705767
6,0.7285341,0.7949690281589722,0.7744875,0.6674709490367344
7,0.7414036,0.7490406084798985,0.79840547,0.6433847312416349
8,0.7619143,0.6897057442029381,0.76537585,0.710224911570549
9,0.7753871,0.65872624813132,0.71753985,0.8044630799974714
10,0.79810977,0.6228545921418884,0.8006834,0.5990362976278577
11,0.7908707,0.6384421762220581,0.8302961,0.5518381382737841
12,0.80293584,0.5923938732283374,0.8302961,0.5556679240294865
13,0.8119847,0.5802407820124562,0.8052392,0.569062413913863
14,0.8282727,0.5449201284748386,0.8599089,0.4688517621585301
15,0.82968026,0.5304046286655436,0.8667426,0.44747599959373474
16,0.8363161,0.5207924882986406,0.87015945,0.41937293325151714
17,0.8451639,0.49689206787213314,0.82460135,0.5605138817003795
18,0.84275085,0.48581916145364595,0.8644647,0.44499663582869936
19,0.85099536,0.4737255302936336,0.8177677,0.5189121450696673
20,0.8526041,0.47448719477907597,0.83940774,0.5080734938383102
21,0.8626584,0.4443490727432484,0.84054667,0.499379072870527
22,0.8636638,0.4418205295725174,0.8473804,0.45520431229046415
23,0.8586366,0.4355782186052532,0.8690205,0.463453794164317
24,0.8779409,0.40645338852904633,0.86104786,0.4536351135798863
25,0.873517,0.4131795011030796,0.88610476,0.3836931309529713
26,0.87029964,0.40897373531801035,0.7551253,1.0286590456962585
27,0.8767344,0.40046526436208363,0.83712983,0.4996330567768642
28,0.8747235,0.40640452120916815,0.8029613,0.8363677220685142
29,0.8779409,0.4039013961293725,0.8656036,0.43176653342587606
30,0.8789463,0.39518738275990506,0.8929385,0.3783784349049841
31,0.8863865,0.37645043984352167,0.8883827,0.399148565530777
32,0.8873919,0.3658380001429794,0.87015945,0.4223945289850235
33,0.88558215,0.3797661271729077,0.88724375,0.3610961011477879
34,0.8952343,0.34735167950014223,0.82574034,0.6115794628858566
35,0.8972451,0.35791786871108877,0.78473806,0.7804076331002372
36,0.8908104,0.35927741376058736,0.8656036,0.4431174397468567
37,0.9000603,0.34490871606831003,0.8826879,0.39857559757573263
38,0.9030766,0.32857861047584047,0.88610476,0.35190502128430773
39,0.9052886,0.33059915776478555,0.90205014,0.3539451201047216
40,0.89985925,0.3334327201871548,0.89863324,0.34118080671344486
41,0.8984516,0.3201748946171854,0.87129843,0.42135639062949587
42,0.9000603,0.3287017113745824,0.88610476,0.3758121728897095
43,0.9032777,0.31555674034370257,0.77790433,0.7179477704422814
44,0.90247333,0.3300446677251095,0.8781321,0.413772138101714
45,0.913332,0.29259462798718067,0.87243736,0.4131018306527819
46,0.9042831,0.32331420489295304,0.91343963,0.3410701368536268
47,0.9060929,0.30371124017365664,0.8735763,0.41461024752685
48,0.9091092,0.3057173385529985,0.8075171,0.6638015231915882
49,0.91494066,0.2955194308487865,0.881549,0.40120146742888857
50,0.9127287,0.2941293466589759,0.85876995,0.4862478705389159
51,0.9145385,0.29113685435125003,0.8826879,0.43515522352286745
52,0.9093103,0.29569526975264665,0.904328,0.3262621888092586
53,0.9143374,0.29008501691404015,0.88952166,0.3926976727587836
54,0.91494066,0.2856264022629721,0.881549,0.4122345692345074
55,0.91996783,0.26673107592903245,0.8781321,0.3697709356035505
56,0.91815805,0.28521466654310185,0.8599089,0.4985304410968508
57,0.91715264,0.2783246291563493,0.9123007,0.33307073371750967
58,0.9173537,0.2859313655685856,0.88041,0.4163064222250666
59,0.9207722,0.2732121955244541,0.89863324,0.35521417536905836
60,0.91996783,0.2666680522678053,0.89863324,0.35774959517376764
61,0.9276091,0.26149845185616405,0.90318906,0.3537588587829045
62,0.9247939,0.26210100368405403,0.905467,0.3737889272826059
63,0.92217976,0.2668130459882305,0.87471527,0.47060385665723253
64,0.9268047,0.2618719689411679,0.9191344,0.3462399462504046
65,0.91996783,0.26975039848014665,0.8621868,0.5333366351468223
66,0.92499495,0.2597417145362208,0.8735763,0.45073374467236654
67,0.9278102,0.26001668577459813,0.9066059,0.3888219605599131
68,0.9288156,0.2523841693287233,0.9214123,0.270508348941803
69,0.9276091,0.25927494849545984,0.9123007,0.33994376020772116
70,0.92620146,0.25335453508210903,0.9123007,0.3231672602040427
71,0.92941886,0.25021839788771244,0.91571754,0.34207228464739664
72,0.9260004,0.259871871316071,0.85421413,0.49374860312257496
73,0.9286145,0.2548515728882518,0.90091115,0.3263671227863857
74,0.9328373,0.23301078282070428,0.88724375,0.4998785172189985
75,0.92921776,0.253534832189866,0.9123007,0.33198192928518566
76,0.9330384,0.24345106330228097,0.90205014,0.34834254000868115
77,0.93263626,0.23302191709539624,0.88952166,0.4187863426549094
78,0.93665797,0.22556423040048088,0.8974943,0.3716507979801723
79,0.93545145,0.23646847581614103,0.8997722,0.33659423355545315
80,0.9370601,0.22801765381822445,0.8781321,0.5129348869834628
81,0.9575709,0.15847524390652365,0.9145786,0.34986469575337004
82,0.95958173,0.14442793074781785,0.9145786,0.32328799792698454
83,0.96279913,0.13995604062737196,0.9145786,0.3540607884526253
84,0.9599839,0.13757400365092015,0.9088838,0.35225595959595274
85,0.9587774,0.1325783157987468,0.91571754,0.33608428388834
86,0.9642067,0.12897911701683257,0.91799545,0.32677452691963743
87,0.96400565,0.12661038638779318,0.9111617,0.3623352838414056
88,0.9692339,0.12039563140859792,0.9100228,0.3833801304655416
89,0.96822846,0.12605594045531454,0.9088838,0.34722190563167843
90,0.9676252,0.12328713745621879,0.9123007,0.36107720328228815
91,0.9674241,0.12107230838565743,0.9145786,0.3476659948272364
92,0.9684295,0.12058114813722741,0.9145786,0.3489926702209881
93,0.9686306,0.11734006033111764,0.91343963,0.3348207026720047
94,0.96521217,0.11849586663832493,0.9145786,0.33004235635910717
95,0.96903276,0.1101124480766728,0.9123007,0.3524289328072752
96,0.9686306,0.11779091159462712,0.9088838,0.3536243864468166
97,0.9692339,0.11710430119878062,0.9145786,0.34730696412069456
98,0.9698371,0.10752587483342975,0.9077449,0.3617457976298673
99,0.9714458,0.10687038323096819,0.9145786,0.34785569991384235
100,0.97084254,0.11097324036980165,0.91685647,0.33532375416585375
101,0.97385883,0.10338673548405496,0.9123007,0.36092242172786165
102,0.96903276,0.10590983485878293,0.91799545,0.3438419359070914
103,0.9734567,0.10284907005093549,0.9145786,0.3536578704203878
104,0.97064143,0.10090103037408149,0.91799545,0.33598439927612034
105,0.9692339,0.11033642771748406,0.91571754,0.342216962150165
106,0.9744621,0.09735653387027177,0.9077449,0.3682313284703663
107,0.97385883,0.10123104676409504,0.9123007,0.3558663273496287
108,0.9712447,0.10208721716453582,0.91343963,0.3518870941230229
109,0.97184795,0.10519062251260097,0.9100228,0.36536150851419996
110,0.97526646,0.09601661397517626,0.91343963,0.38348328535045895
111,0.97305447,0.10103758390661027,0.92027336,0.34527149104646276
112,0.97305447,0.09517209457783016,0.91799545,0.34887622562902315
113,0.9734567,0.09822827554518564,0.9088838,0.36875241675547193
114,0.9746632,0.09898408413197034,0.9077449,0.3905237487384251
115,0.9754675,0.09575499843662949,0.9248292,0.3312914084110941
116,0.974261,0.10036002888169875,0.91343963,0.35547335499099325
117,0.9734567,0.09777424595957906,0.9123007,0.3722906804510525
118,0.97225016,0.09789242994106921,0.91343963,0.3587556023682867
119,0.9746632,0.09530744615027585,0.92027336,0.34886895013707026
120,0.9776795,0.0886308733915482,0.9111617,0.387675124087504
121,0.9756686,0.09432259338639906,0.91571754,0.371992789208889
122,0.97506535,0.09114165962860063,0.9145786,0.3692369099174227
123,0.97808164,0.09037008514283601,0.9111617,0.3772744488503252
124,0.97627187,0.08619803360727216,0.9123007,0.3759719266423157
125,0.97928816,0.0862105736370756,0.9123007,0.37278073600360323
126,0.9772773,0.091002277872607,0.9123007,0.37605359671371325
127,0.97627187,0.0888824470344202,0.9123007,0.3680314091699464
128,0.97808164,0.0859418077599995,0.91343963,0.37649800202676226
