epoch,acc,loss,val_acc,val_loss
129,0.9786849,0.08775544730190202,0.9123007,0.3713327281177044
130,0.97788054,0.08643680453156648,0.9145786,0.36438166350126266
131,0.97808164,0.08394094673804707,0.91571754,0.3612715931875365
132,0.9772773,0.08991392090446197,0.91343963,0.36880665325692724
133,0.97828275,0.0831086590044124,0.9123007,0.37443225884011816
134,0.9772773,0.0861400704469068,0.91343963,0.37576464989355635
135,0.97707623,0.08596704149588406,0.9123007,0.3683643362351826
136,0.97707623,0.08724089105880023,0.9123007,0.3691900840827397
137,0.978886,0.0865265864938072,0.9100228,0.3746539295784065
138,0.9774784,0.0873630899893262,0.9100228,0.3756280924592699
139,0.97627187,0.08871181448106912,0.9123007,0.3681004207049097
140,0.9774784,0.08439319644167513,0.9100228,0.3763696269265243
141,0.9776795,0.08466186921121416,0.9111617,0.3759659363755158
142,0.9776795,0.0824145408002287,0.9111617,0.3757383126233305
143,0.98129904,0.08075579531339484,0.9111617,0.37678445343460354
144,0.976674,0.08938271984556852,0.9111617,0.37553503470761435
145,0.9786849,0.08209274064097011,0.9111617,0.3751143515110016
146,0.9786849,0.08226249124439051,0.9111617,0.37497074795620783
147,0.9776795,0.08422772172091593,0.9111617,0.3735227478402002
148,0.97928816,0.08260186512091379,0.9111617,0.37465875329715864
149,0.97526646,0.08608823961477367,0.9111617,0.3791282594203949
150,0.9746632,0.09061540082387706,0.9111617,0.3753014643277441
151,0.9768751,0.08416832336268626,0.9111617,0.3730910931314741
152,0.9786849,0.08566654680445476,0.9111617,0.3739916080875056
153,0.97707623,0.08587388567388261,0.9111617,0.37307669328791754
154,0.9768751,0.08493570804224392,0.9111617,0.37282297174845425
155,0.97788054,0.08461219173246122,0.9111617,0.3727195720587458
156,0.97526646,0.08517405089000665,0.9123007,0.3718498556741646
157,0.9758697,0.08650696937128881,0.9123007,0.3706807659140655
158,0.97808164,0.08350977094845108,0.91343963,0.37141928023525644
159,0.9768751,0.08690810739760328,0.9123007,0.37121173845870153
160,0.9800925,0.08059007369720454,0.91343963,0.37155531559671673
161,0.9796903,0.08217824024679961,0.91343963,0.37138802451746805
162,0.9800925,0.08177463346243911,0.9123007,0.3717466688581875
163,0.9726523,0.09182854701959461,0.9123007,0.37196523589747293
164,0.9772773,0.08447895524395967,0.9123007,0.3723094106784889
165,0.97928816,0.08187102197570004,0.91343963,0.37170923607689993
166,0.97607076,0.08821271151969448,0.9123007,0.37213207355567385
167,0.9768751,0.0876399674009934,0.91343963,0.37201420749936787
168,0.97948927,0.08419955318964825,0.9123007,0.3716980069875717
169,0.97948927,0.08422052031302389,0.9123007,0.37162639519998003
170,0.9806958,0.0811625876831572,0.91343963,0.371687439935548
171,0.97808164,0.08115090756803876,0.91343963,0.3715910698686327
172,0.97627187,0.08981599801057256,0.91343963,0.37212890493018286
173,0.97707623,0.0861470841160488,0.91343963,0.3727302977016994
174,0.97948927,0.0828194770832405,0.91343963,0.37288860231637955
175,0.9756686,0.08634710416014996,0.9123007,0.3733251988887787
176,0.9776795,0.08277993535380619,0.9123007,0.3734770752489567
177,0.97526646,0.08828236167456767,0.9123007,0.3732581005564758
178,0.9802936,0.0822743265800629,0.9123007,0.37313698551484514
179,0.9756686,0.08959340698988583,0.91343963,0.3727492807166917
180,0.97808164,0.08556442883366817,0.91343963,0.3723921850323677
181,0.9756686,0.08797013144000013,0.91343963,0.37167684733867645
182,0.9756686,0.08379127320277482,0.91343963,0.3722296990454197
183,0.9776795,0.0820359249434288,0.91343963,0.37227209178464754
184,0.9776795,0.0880462069850188,0.91343963,0.3719315885433129
185,0.9768751,0.08477418493459264,0.91343963,0.37608490213751794
186,0.97828275,0.08141723742025757,0.91343963,0.3715986093240125
187,0.9796903,0.0847851833391904,0.91343963,0.37192939860480173
188,0.9776795,0.08488285679968699,0.91343963,0.37183492524283274
189,0.9784838,0.08380954304742616,0.91343963,0.372048414179257
190,0.97808164,0.08639083754457795,0.91343963,0.37170825579336714
191,0.976473,0.08310951905206322,0.91343963,0.37186439069254057
192,0.9802936,0.07828717844936417,0.91343963,0.3720281549862453
193,0.97908705,0.08512166112799197,0.91343963,0.3722097394721849
194,0.976473,0.08863526235583465,0.91343963,0.37250152389918056
195,0.9786849,0.08074883924504653,0.91343963,0.37218438142112326
196,0.9786849,0.08154967408675963,0.91343963,0.3721167854964733
197,0.9796903,0.08217393187028815,0.91343963,0.3715727520840509
198,0.9806958,0.0800582866673016,0.91343963,0.3720603563955852
199,0.976473,0.08542672983392632,0.91343963,0.3721482737788132
